Bedrooms,Location,Price,Furnishing,Bathrooms,Tenant Preferred,Availability,Area (sqft),Area Type,Floor Number,Total Floors,Facing,Page Number
3.0,"Bongloor, Outer Ring Road",72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1200.0,carpet-area,6.0,7.0,,15
1.0,Ameenpur,72000,Unfurnished,1.0,Bachelors/Family,Immediately,300.0,super-area,2.0,2.0,,15
3.0,Kondapur,72000,Semi-Furnished,3.0,Bachelors,Immediately,1700.0,carpet-area,2.0,4.0,East,15
3.0,Mithila Nagar Pragathi Nagar,72000,Unfurnished,3.0,Bachelors/Family,Immediately,1500.0,super-area,0.0,1.0,North - East,15
3.0,Chanda Nagar,72000,Furnished,2.0,Family,Immediately,1300.0,super-area,3.0,5.0,West,15
3.0,Whitefields,72000,Furnished,3.0,Bachelors/Family,Immediately,2702.0,carpet-area,3.0,4.0,East,15
2.0,Attapur Main Road,72000,Unfurnished,2.0,Bachelors,Immediately,900.0,super-area,1.0,3.0,,15
2.0,Nizampet,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1100.0,super-area,1.0,5.0,,15
3.0,Kondapur,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1852.0,carpet-area,3.0,4.0,North,15
3.0,Gopanpalle,72000,Unfurnished,3.0,Bachelors,Immediately,1785.0,super-area,6.0,30.0,East,15
3.0,"Banjara Hills, NH 9",72000,Furnished,4.0,Family,Immediately,3665.0,carpet-area,3.0,4.0,South,15
3.0,Gachibowli,72000,Furnished,3.0,Bachelors/Family,From Apr '26,1700.0,super-area,2.0,14.0,East,15
2.0,"Narsingi, Outer Ring Road",72000,Furnished,2.0,Bachelors/Family,Immediately,900.0,carpet-area,5.0,5.0,East,16
4.0,"Kokapet, Outer Ring Road",72000,Semi-Furnished,4.0,Bachelors/Family,Immediately,2580.0,super-area,10.0,19.0,,16
3.0,Nalagandla,72000,Unfurnished,3.0,Bachelors/Family,Immediately,1870.0,carpet-area,1.0,13.0,East,16
3.0,Gachibowli,72000,Furnished,5.0,Bachelors/Family,Immediately,2440.0,super-area,7.0,11.0,,16
2.0,"Peerzadiguda, NH 2 2",72000,Unfurnished,2.0,Bachelors/Family,Immediately,1368.0,carpet-area,0.0,2.0,East,16
1.0,"Hafeezpet, NH 9",72000,Furnished,1.0,Bachelors,Immediately,616.0,carpet-area,6.0,19.0,East,16
4.0,Madhapur,72000,Furnished,4.0,Bachelors,Immediately,1800.0,carpet-area,1.0,7.0,East,16
3.0,"Manchirevula, Outer Ring Road",72000,Unfurnished,2.0,Bachelors/Family,Immediately,1300.0,super-area,2.0,3.0,,16
2.0,Hyderabad,72000,Unfurnished,1.0,Bachelors/Family,Immediately,650.0,super-area,1.0,5.0,South,16
3.0,"Kokapet, Outer Ring Road",72000,Unfurnished,3.0,Bachelors/Family,Immediately,2235.0,super-area,22.0,32.0,,16
2.0,Mayuri Nagar Miyapur,72000,Unfurnished,2.0,Bachelors/Family,Immediately,1100.0,carpet-area,2.0,5.0,West,16
4.0,Khajaguda,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,2600.0,carpet-area,11.0,12.0,,16
2.0,Phase 2 KPHB,72000,Unfurnished,2.0,Family,Immediately,1400.0,carpet-area,1.0,2.0,East,16
3.0,"Kokapet, Outer Ring Road",72000,Furnished,3.0,Family,Immediately,1957.0,super-area,22.0,34.0,East,16
2.0,Kompally,72000,Furnished,2.0,Family,Immediately,1440.0,super-area,5.0,6.0,West,16
4.0,Kukatpally Housing Board Road,72000,Furnished,5.0,Bachelors/Family,Immediately,2450.0,super-area,4.0,5.0,,16
1.0,Hyderabad,72000,Semi-Furnished,1.0,Bachelors/Family,Immediately,600.0,carpet-area,3.0,4.0,,16
2.0,Manikonda Jagir,72000,Unfurnished,2.0,Bachelors/Family,From Apr '26,1100.0,carpet-area,1.0,1.0,,16
3.0,Mithila Nagar Banjara Hills,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,2100.0,carpet-area,1.0,4.0,East,16
4.0,"Kokapet, Outer Ring Road",72000,Semi-Furnished,5.0,Bachelors/Family,Immediately,2708.0,super-area,12.0,35.0,,16
3.0,OU Colony Shaikpet,72000,Semi-Furnished,3.0,Family,Immediately,1715.0,carpet-area,3.0,5.0,East,16
2.0,"Tellapur, Outer Ring Road",72000,Semi-Furnished,2.0,Bachelors,Immediately,1355.0,super-area,14.0,30.0,West,16
3.0,Gachibowli,72000,Furnished,3.0,Bachelors/Family,Immediately,1953.0,super-area,20.0,30.0,,16
3.0,Kondapur,72000,Furnished,3.0,Bachelors/Family,Immediately,2000.0,super-area,5.0,6.0,,16
3.0,Madhapur,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1350.0,carpet-area,2.0,5.0,East,16
2.0,"Kukatpally Housing Board Colony, NH 9",72000,Unfurnished,2.0,Bachelors,Immediately,1476.0,super-area,6.0,30.0,East,16
3.0,Gachibowli,72000,Semi-Furnished,3.0,Family,Immediately,1993.0,carpet-area,22.0,34.0,East,16
3.0,"Narsingi, Outer Ring Road",72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1600.0,carpet-area,2.0,8.0,East,16
3.0,"Boduppal, NH 2 2",72000,Furnished,2.0,Bachelors,Immediately,1250.0,carpet-area,5.0,5.0,,16
3.0,Manikonda Jagir,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1725.0,carpet-area,4.0,5.0,,16
2.0,Hyderabad,72000,Furnished,2.0,Bachelors/Family,Immediately,1200.0,super-area,4.0,5.0,,17
3.0,Puppalguda,72000,Semi-Furnished,2.0,Bachelors,Immediately,1250.0,carpet-area,3.0,5.0,North,17
3.0,Gachibowli,72000,Semi-Furnished,3.0,Bachelors,Immediately,2360.0,super-area,1.0,14.0,East,17
3.0,Moti Nagar Erragadda,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1583.0,super-area,10.0,15.0,,17
3.0,Gachibowli,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,2900.0,carpet-area,6.0,9.0,West,17
3.0,Suchitra,72000,Furnished,2.0,Bachelors/Family,From Apr '26,1850.0,super-area,8.0,9.0,,17
3.0,Gachibowli,72000,Furnished,3.0,Bachelors/Family,Immediately,1800.0,carpet-area,2.0,4.0,,17
3.0,Kondapur,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1850.0,super-area,11.0,25.0,,17
4.0,Kondapur,72000,Semi-Furnished,3.0,Family,Immediately,2705.0,super-area,13.0,18.0,West,17
3.0,Rangapuram Miyapur,72000,Semi-Furnished,2.0,Bachelors,Immediately,1495.0,carpet-area,10.0,12.0,East,17
1.0,Kondapur,72000,Furnished,1.0,Bachelors/Family,Immediately,500.0,carpet-area,4.0,5.0,East,17
3.0,Jeedimetla,72000,Unfurnished,3.0,Bachelors,Immediately,1650.0,super-area,4.0,7.0,,17
2.0,Nalagandla,72000,Furnished,2.0,Bachelors/Family,Immediately,1245.0,super-area,3.0,14.0,,17
,Begampet,72000,Semi-Furnished,,Bachelors/Family,Immediately,200.0,super-area,4.0,5.0,,17
2.0,"Hafeezpet, NH 9",72000,Unfurnished,2.0,Bachelors/Family,Immediately,1290.0,super-area,2.0,4.0,,17
3.0,Manikonda Jagir,72000,Semi-Furnished,3.0,Family,Immediately,2500.0,carpet-area,1.0,10.0,East,17
4.0,Gachibowli,72000,Semi-Furnished,4.0,Bachelors/Family,Immediately,4340.0,super-area,2.0,14.0,East,17
3.0,"Punjagutta, NH 9",72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1328.0,carpet-area,2.0,5.0,North,17
2.0,Hyderabad,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1100.0,carpet-area,2.0,3.0,,17
2.0,Jillalguda,72000,Semi-Furnished,2.0,Bachelors,Immediately,1140.0,super-area,2.0,5.0,West,17
3.0,Ameenpur,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1043.0,super-area,4.0,10.0,,17
2.0,Hyderabad,72000,Semi-Furnished,2.0,Bachelors,Immediately,1050.0,carpet-area,2.0,6.0,East,17
2.0,Venkata Ramana Colony Kukatpally,72000,Unfurnished,2.0,Bachelors/Family,Immediately,900.0,super-area,3.0,6.0,,17
4.0,Gachibowli,72000,Furnished,3.0,Bachelors/Family,Immediately,3625.0,carpet-area,2.0,30.0,South,17
6.0,Venkatadri Township,72000,Semi-Furnished,5.0,Bachelors/Family,Immediately,3205.0,super-area,2.0,3.0,,17
1.0,Gachibowli,72000,Furnished,1.0,Bachelors/Family,Immediately,480.0,carpet-area,7.0,17.0,,17
2.0,"Narsingi, Outer Ring Road",72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,980.0,carpet-area,4.0,39.0,West,17
3.0,Kondapur,72000,Furnished,3.0,Bachelors/Family,Immediately,1850.0,super-area,8.0,9.0,,17
3.0,Hyderabad,72000,Furnished,2.0,Bachelors/Family,Immediately,2250.0,carpet-area,5.0,5.0,,17
2.0,"Pragathi Nagar, Kukatpally",72000,Unfurnished,2.0,Bachelors/Family,Immediately,700.0,carpet-area,2.0,3.0,East,17
1.0,Gachibowli,72000,Furnished,1.0,Bachelors,Immediately,650.0,carpet-area,4.0,18.0,North - East,18
2.0,"Pocharam, NH 2 2",72000,Unfurnished,2.0,Bachelors,Immediately,1210.0,super-area,8.0,14.0,West,18
3.0,Yapral,72000,Semi-Furnished,2.0,Bachelors,Immediately,1550.0,carpet-area,1.0,3.0,East,18
,Hussaini Alam,72000,,,Bachelors/Family,Immediately,,,,,,18
2.0,Karmanghat Road,72000,Unfurnished,2.0,Bachelors/Family,Immediately,980.0,super-area,2.0,3.0,,18
3.0,Hyderabad,72000,Unfurnished,2.0,Bachelors/Family,Immediately,1306.0,carpet-area,2.0,2.0,,18
4.0,Nanakaramguda,72000,Furnished,3.0,Bachelors/Family,Immediately,3200.0,carpet-area,20.0,33.0,South,18
3.0,"RamNaresh Nagar, Hyder Nagar",72000,Semi-Furnished,2.0,Family,Immediately,1250.0,carpet-area,4.0,4.0,East,18
2.0,Gajularamaram,72000,Furnished,2.0,Bachelors/Family,Immediately,1150.0,super-area,3.0,5.0,West,18
3.0,"Narsingi, Outer Ring Road",72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1535.0,super-area,2.0,18.0,East,18
2.0,Kondapur,72000,Semi-Furnished,2.0,Bachelors,From Apr '26,1047.0,carpet-area,3.0,5.0,West,18
2.0,Hyderabad,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1010.0,super-area,2.0,4.0,,18
3.0,"Kokapet, Outer Ring Road",72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,2300.0,carpet-area,3.0,19.0,West,18
3.0,Prashanthi Hills,72000,Semi-Furnished,3.0,Family,Immediately,1400.0,carpet-area,2.0,5.0,North - East,18
4.0,Madhapur,72000,Furnished,4.0,Bachelors,Immediately,2800.0,super-area,5.0,15.0,West,18
3.0,"Hafeezpet, NH 9",72000,Semi-Furnished,3.0,Bachelors,Immediately,1600.0,carpet-area,8.0,20.0,East,18
3.0,Kothaguda,72000,,3.0,Bachelors/Family,Immediately,2330.0,super-area,16.0,19.0,,18
2.0,TNGOS Colony,72000,Semi-Furnished,2.0,Family,From Mar '26,900.0,carpet-area,2.0,30.0,West,18
3.0,Nalagandla,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1875.0,super-area,9.0,24.0,East,18
3.0,"Pasha Colony, Ibrahim Bagh",72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1100.0,super-area,1.0,4.0,,18
3.0,"Banjara Hills, NH 9",72000,Furnished,3.0,Bachelors/Family,Immediately,2150.0,carpet-area,5.0,7.0,North,18
3.0,Bachupally,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1353.0,super-area,21.0,33.0,West,18
3.0,Hitech City,72000,Furnished,3.0,Bachelors/Family,From Apr '26,1636.0,carpet-area,12.0,17.0,,18
3.0,Nalagandla,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1500.0,carpet-area,6.0,10.0,East,18
3.0,"Jyothi Rao Pule Colony, Serilingampally",72000,Semi-Furnished,3.0,Bachelors,Immediately,2083.0,carpet-area,2.0,9.0,West,18
3.0,Kothaguda,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,2412.0,super-area,6.0,8.0,,18
2.0,Gajularamaram,72000,Furnished,2.0,Bachelors/Family,Immediately,1200.0,super-area,3.0,5.0,,18
1.0,Hakimpet Secunderabad,72000,Furnished,2.0,Bachelors/Family,Immediately,59.0,carpet-area,9.0,12.0,,18
3.0,"Narsingi, Outer Ring Road",72000,Furnished,3.0,Bachelors,Immediately,2335.0,super-area,34.0,40.0,East,18
1.0,Ameenpur,72000,Unfurnished,1.0,Bachelors/Family,Immediately,400.0,carpet-area,2.0,3.0,,18
2.0,Kondapur,72000,Furnished,2.0,Bachelors/Family,Immediately,1295.0,carpet-area,10.0,10.0,,19
,Himayatnagar Moinabad,72000,,,Bachelors/Family,Immediately,,,,,,19
2.0,"Red Hills, Lakdikapul, NH 7",72000,Furnished,2.0,Bachelors/Family,Immediately,900.0,super-area,5.0,6.0,,19
3.0,Gachibowli,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1740.0,super-area,19.0,28.0,,19
2.0,Vinobha Nagar Shaikpet,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,800.0,super-area,3.0,4.0,North - East,19
3.0,Nalagandla,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1550.0,carpet-area,7.0,24.0,,19
1.0,Gachibowli,72000,Furnished,1.0,Bachelors,Immediately,720.0,carpet-area,3.0,8.0,East,19
3.0,"Alkapur Township, Manikonda, Outer Ring Road",72000,Semi-Furnished,1.0,Bachelors,Immediately,1900.0,carpet-area,4.0,4.0,,19
2.0,Allwyn Colony,72000,Unfurnished,2.0,Bachelors/Family,Immediately,1100.0,carpet-area,2.0,5.0,West,19
4.0,"Narsingi, Outer Ring Road",72000,Semi-Furnished,4.0,Family,Immediately,2319.0,carpet-area,10.0,18.0,West,19
3.0,Gachibowli,72000,Unfurnished,3.0,Bachelors/Family,Immediately,1685.0,super-area,11.0,14.0,West,19
3.0,Mokila,72000,Semi-Furnished,3.0,Bachelors,Immediately,1715.0,super-area,4.0,8.0,West,19
3.0,"Narsingi, Outer Ring Road",72000,Semi-Furnished,3.0,Family,Immediately,1150.0,carpet-area,5.0,5.0,East,19
2.0,Ameenpur,72000,Furnished,2.0,Bachelors/Family,From Mar '26,1020.0,carpet-area,5.0,6.0,,19
3.0,"Tellapur, Outer Ring Road",72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1326.0,carpet-area,10.0,39.0,North - East,19
3.0,Beeramguda Ramachandrapuram,72000,Semi-Furnished,3.0,Bachelors,Immediately,,carpet-area,3.0,5.0,West,19
3.0,Telecom Nagar Gachibowli,72000,Furnished,3.0,Bachelors/Family,Immediately,1600.0,super-area,3.0,3.0,East,19
3.0,Hitech City,72000,Furnished,3.0,Bachelors/Family,Immediately,1700.0,super-area,5.0,7.0,,19
3.0,Bachupally,72000,Unfurnished,1.0,Family,Immediately,1400.0,carpet-area,4.0,5.0,West,19
3.0,Nalagandla,72000,Furnished,3.0,Family,From Mar '26,1855.0,super-area,3.0,9.0,West,19
3.0,"Tellapur, Outer Ring Road",72000,Semi-Furnished,2.0,Bachelors,Immediately,1573.0,super-area,17.0,39.0,East,19
2.0,"Kavadiguda, NH 7",72000,Semi-Furnished,2.0,Bachelors,Immediately,970.0,carpet-area,3.0,4.0,,19
2.0,North Lalaguda,72000,Unfurnished,2.0,Bachelors/Family,Immediately,750.0,super-area,0.0,5.0,,19
4.0,"Prashant Hills, Rai Durg",72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,2500.0,super-area,2.0,4.0,East,19
2.0,Gajularamaram,72000,Furnished,2.0,Bachelors/Family,Immediately,1155.0,super-area,5.0,5.0,,19
2.0,Attapur,72000,Semi-Furnished,2.0,Bachelors,Immediately,1251.0,carpet-area,5.0,5.0,East,19
2.0,Bachupally,72000,Furnished,2.0,Bachelors,From Apr '26,1000.0,carpet-area,4.0,5.0,,19
4.0,"Kokapet, Outer Ring Road",72000,Furnished,6.0,Bachelors/Family,Immediately,5600.0,carpet-area,13.0,28.0,West,19
1.0,Hyderabad Road,72000,Unfurnished,1.0,Bachelors/Family,Immediately,1000.0,super-area,1.0,5.0,,19
2.0,Hyderabad,72000,Semi-Furnished,1.0,Bachelors/Family,Immediately,1130.0,carpet-area,4.0,4.0,,19
3.0,"Kollur, Outer Ring Road",72000,Semi-Furnished,3.0,Bachelors/Family,From Apr '26,2120.0,carpet-area,5.0,5.0,North - East,20
3.0,Bachupally,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1650.0,carpet-area,3.0,5.0,East,20
3.0,Moti Nagar Erragadda,72000,Semi-Furnished,2.0,Family,Immediately,1065.0,carpet-area,14.0,15.0,West,20
3.0,Shaikpet,72000,Semi-Furnished,3.0,Family,Immediately,2050.0,super-area,12.0,15.0,North,20
2.0,Hyderabad,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1400.0,super-area,1.0,3.0,,20
4.0,"Gulshan Colony, Qutub Shahi Tombs",72000,Unfurnished,2.0,Bachelors,Immediately,1700.0,carpet-area,3.0,5.0,East,20
3.0,Hitech City,72000,Furnished,3.0,Bachelors/Family,Immediately,1800.0,carpet-area,4.0,9.0,,20
2.0,Mehdipatnam,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1050.0,super-area,3.0,5.0,,20
3.0,Prashanthi Hills,72000,Unfurnished,2.0,Bachelors/Family,Immediately,1335.0,carpet-area,4.0,5.0,,20
3.0,Whitefields,72000,Furnished,3.0,Bachelors/Family,Immediately,2310.0,carpet-area,5.0,8.0,,20
2.0,"Kukatpally, NH 9",72000,,2.0,Bachelors/Family,Immediately,,,,,,20
2.0,Gopanpally,72000,Furnished,2.0,Bachelors,Immediately,1200.0,carpet-area,1.0,4.0,East,20
3.0,Kismatpur Road,72000,Semi-Furnished,4.0,Bachelors/Family,Immediately,2400.0,carpet-area,2.0,4.0,East,20
3.0,"Manchirevula, Outer Ring Road",72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1659.0,carpet-area,2.0,5.0,North,20
2.0,Yapral,72000,Unfurnished,2.0,Bachelors,Immediately,1195.0,super-area,2.0,5.0,East,20
4.0,Attapur,72000,Semi-Furnished,4.0,Bachelors/Family,Immediately,2500.0,super-area,2.0,4.0,,20
1.0,Dilsukhnagar,72000,Unfurnished,1.0,Bachelors/Family,Immediately,1000.0,carpet-area,0.0,1.0,,20
1.0,"Golf Pride Homes, Secunderabad",72000,Furnished,1.0,Bachelors,Immediately,700.0,carpet-area,3.0,3.0,East,20
,Kondapur,72000,Furnished,1.0,Bachelors,Immediately,175.0,carpet-area,4.0,4.0,East,20
4.0,Gachibowli,72000,Semi-Furnished,5.0,Bachelors/Family,Immediately,3300.0,carpet-area,2.0,12.0,West,20
3.0,Gachibowli,72000,Furnished,4.0,Bachelors/Family,Immediately,2400.0,carpet-area,1.0,7.0,East,20
3.0,Hyderabad,72000,Unfurnished,3.0,Bachelors/Family,Immediately,1600.0,super-area,5.0,5.0,East,20
2.0,Kondapur,72000,Unfurnished,1.0,Bachelors,Immediately,1100.0,carpet-area,2.0,4.0,North - East,20
1.0,Kondapur,72000,Unfurnished,1.0,Bachelors,Immediately,600.0,carpet-area,1.0,5.0,North,20
2.0,"Financial District, Nanakram Guda",72000,Furnished,2.0,Bachelors/Family,Immediately,1000.0,carpet-area,8.0,32.0,East,20
3.0,"Habsiguda, NH 2 2",72000,Furnished,3.0,Bachelors/Family,Immediately,1985.0,super-area,3.0,8.0,,20
3.0,Hyderabad,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1935.0,super-area,9.0,14.0,,20
4.0,Kompally,72000,Furnished,3.0,Bachelors/Family,Immediately,2800.0,super-area,1.0,5.0,West,20
3.0,Kondapur,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1200.0,carpet-area,17.0,25.0,East,20
3.0,"Financial District, Nanakram Guda",72000,Unfurnished,3.0,Bachelors,Immediately,2300.0,carpet-area,10.0,29.0,West,20
3.0,Gachibowli,72000,Semi-Furnished,3.0,Bachelors,Immediately,1742.0,super-area,21.0,34.0,West,21
3.0,"Gundlapochampally, Outer Ring Road",72000,Semi-Furnished,2.0,Bachelors,Immediately,1350.0,carpet-area,1.0,5.0,East,21
1.0,"Sindhi Colony, Begumpet",72000,Furnished,1.0,Family,Immediately,650.0,carpet-area,4.0,4.0,East,21
3.0,Bachupally,72000,Semi-Furnished,2.0,Family,Immediately,1175.0,carpet-area,4.0,5.0,West,21
3.0,Kondapur,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,2500.0,super-area,4.0,4.0,West,21
3.0,"Narsingi, Outer Ring Road",72000,Semi-Furnished,3.0,Bachelors,Immediately,2000.0,carpet-area,14.0,39.0,East,21
4.0,"Samata Colony, Toli Chowki",72000,Unfurnished,2.0,Bachelors/Family,Immediately,1800.0,carpet-area,1.0,2.0,,21
1.0,Sayeedabad Colony,72000,Semi-Furnished,1.0,Bachelors/Family,Immediately,100.0,carpet-area,1.0,3.0,,21
2.0,Mallapur,72000,Unfurnished,2.0,Bachelors/Family,Immediately,800.0,super-area,4.0,5.0,West,21
2.0,Gachibowli,72000,Furnished,2.0,Bachelors/Family,From Mar '26,1245.0,super-area,29.0,33.0,,21
3.0,"Manchirevula, Outer Ring Road",72000,Furnished,3.0,Bachelors/Family,Immediately,2170.0,super-area,1.0,6.0,,21
1.0,Hyderabad,72000,Semi-Furnished,1.0,Bachelors/Family,Immediately,900.0,super-area,4.0,4.0,,21
3.0,Attapur,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1900.0,carpet-area,8.0,10.0,East,21
3.0,Kondapur,72000,Furnished,2.0,Bachelors,Immediately,1190.0,carpet-area,3.0,5.0,,21
2.0,"Saroornagar, NH 9",72000,Unfurnished,2.0,Bachelors/Family,Immediately,890.0,super-area,2.0,3.0,,21
2.0,"Miyapur, NH 9",72000,Unfurnished,2.0,Bachelors,Immediately,1150.0,carpet-area,1.0,5.0,East,21
3.0,Shaikpet,72000,Semi-Furnished,3.0,Family,From Jan '27,2100.0,super-area,13.0,22.0,East,21
3.0,"Sun City, Bandlaguda, Chevella Road",72000,Unfurnished,3.0,Bachelors/Family,Immediately,1350.0,super-area,1.0,2.0,West,21
4.0,Madhapur,72000,Unfurnished,3.0,Bachelors/Family,Immediately,2100.0,super-area,1.0,6.0,,21
2.0,"Sun City, Bandlaguda, Chevella Road",72000,Furnished,2.0,Bachelors/Family,From Apr '26,1050.0,carpet-area,5.0,5.0,,21
1.0,"Suman Housing Colony, Secunderabad",72000,Semi-Furnished,1.0,Bachelors/Family,Immediately,1750.0,carpet-area,2.0,2.0,,21
3.0,Kompally,72000,Unfurnished,2.0,Bachelors,Immediately,1340.0,carpet-area,0.0,5.0,East,21
3.0,Puppalguda,72000,Semi-Furnished,2.0,Bachelors,Immediately,990.0,carpet-area,13.0,32.0,North,21
3.0,Kondapur,72000,Semi-Furnished,3.0,Bachelors,Immediately,1857.0,super-area,34.0,39.0,North,21
3.0,Khajaguda,72000,Furnished,3.0,Bachelors/Family,Immediately,1000.0,carpet-area,12.0,13.0,North - East,21
2.0,"Sun City, Bandlaguda, Chevella Road",72000,Unfurnished,2.0,Bachelors,Immediately,1000.0,carpet-area,2.0,3.0,East,21
1.0,Kondapur,72000,Semi-Furnished,1.0,Bachelors/Family,Immediately,200.0,carpet-area,5.0,5.0,East,21
3.0,Gachibowli,72000,Furnished,2.0,Bachelors/Family,Immediately,1000.0,carpet-area,17.0,23.0,East,21
3.0,Kondapur,72000,Furnished,3.0,Bachelors/Family,Immediately,2475.0,super-area,2.0,18.0,East,21
4.0,Kondapur,72000,Furnished,4.0,Bachelors/Family,Immediately,2000.0,carpet-area,4.0,5.0,,21
1.0,Kondapur,72000,Furnished,1.0,Bachelors/Family,Immediately,650.0,carpet-area,2.0,6.0,East,22
2.0,Hyderabad,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,900.0,carpet-area,1.0,5.0,,22
3.0,Laxmi Nagar Colony Attapur,72000,Semi-Furnished,2.0,Bachelors,From Mar '26,1344.0,carpet-area,5.0,5.0,West,22
3.0,Kondapur,72000,Semi-Furnished,3.0,Bachelors,Immediately,1860.0,super-area,7.0,10.0,East,22
3.0,"Kokapet, Outer Ring Road",72000,Semi-Furnished,3.0,Bachelors,Immediately,1796.0,super-area,31.0,35.0,East,22
1.0,Phase 3 KPHB,72000,Semi-Furnished,1.0,Bachelors/Family,Immediately,3.0,carpet-area,,3.0,,22
2.0,Bachupally,72000,Furnished,2.0,Bachelors/Family,Immediately,1110.0,super-area,28.0,33.0,West,22
3.0,"Hafeezpet, NH 9",72000,Semi-Furnished,3.0,Bachelors/Family,From Apr '26,1550.0,super-area,2.0,5.0,,22
3.0,Hyderabad,72000,Semi-Furnished,4.0,Bachelors,Immediately,2400.0,super-area,2.0,5.0,East,22
1.0,Madhapur,72000,Semi-Furnished,1.0,Bachelors/Family,Immediately,650.0,super-area,4.0,4.0,,22
2.0,"Pocharam, NH 2 2",72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,1210.0,super-area,10.0,14.0,,22
2.0,Gachibowli,72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,800.0,carpet-area,2.0,13.0,West,22
3.0,"Banjara Hills, NH 9",72000,Semi-Furnished,3.0,Bachelors,Immediately,3500.0,super-area,0.0,5.0,East,22
3.0,"Green Valley, Banjara Hills",72000,Furnished,4.0,Bachelors/Family,Immediately,2450.0,carpet-area,3.0,3.0,North - East,22
1.0,"Padmanagar Phase I, Quthbullapur",72000,Unfurnished,1.0,Family,Immediately,500.0,carpet-area,0.0,3.0,North - East,22
2.0,Lingampally Serilingampalle,72000,Semi-Furnished,2.0,Family,From Apr '26,1200.0,super-area,3.0,13.0,West,22
3.0,Hitech City,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,2300.0,carpet-area,0.0,15.0,,22
3.0,Kondapur,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,2050.0,super-area,2.0,14.0,,22
3.0,Khajaguda,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,2210.0,super-area,6.0,9.0,East,22
,"Banjara Hills, NH 9",72000,Semi-Furnished,1.0,Bachelors/Family,Immediately,300.0,carpet-area,2.0,2.0,North - East,22
2.0,Nagole,72000,Semi-Furnished,2.0,Bachelors,Immediately,1100.0,carpet-area,2.0,5.0,North,22
3.0,"Narsingi, Outer Ring Road",72000,Semi-Furnished,3.0,Family,Immediately,1535.0,super-area,15.0,20.0,East,22
2.0,DN Colony Isnapur,72000,Furnished,2.0,Bachelors/Family,Immediately,1210.0,super-area,4.0,5.0,,22
3.0,"Narsingi, Outer Ring Road",72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1635.0,super-area,10.0,14.0,,22
3.0,Balaji Nagar Kukatpally,72000,Semi-Furnished,3.0,Bachelors/Family,Immediately,1250.0,carpet-area,3.0,5.0,,22
3.0,Izzathnagar,72000,Unfurnished,3.0,Bachelors/Family,Immediately,2212.0,super-area,24.0,40.0,,22
2.0,"Isnapur, Outer Ring Road",72000,Semi-Furnished,2.0,Bachelors/Family,Immediately,960.0,carpet-area,3.0,5.0,,22
2.0,Hyderabad,72000,Semi-Furnished,2.0,Bachelors/Family,From Apr '26,1116.0,super-area,2.0,5.0,,22
1.0,Gachibowli,72000,Furnished,2.0,Bachelors,Immediately,625.0,carpet-area,8.0,22.0,East,22
2.0,"Hafeezpet, NH 9",72000,Furnished,2.0,Bachelors,Immediately,1200.0,super-area,5.0,6.0,West,22
