Bedrooms,Location,Price,sSecurity Deposit,Furnishing,Bathrooms,Tenant Preferred,Availability,Area (sqft),Area Type,Floor Number,Total Floors,Facing,Page Number
2.0,"Boduppal, NH 2 2",13000.0,yes,Unfurnished,2.0,Bachelors/Family,Immediately,1100.0,super-area,2.0,5.0,,28
2.0,Gachibowli,60000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,1300.0,carpet-area,11.0,33.0,West,28
3.0,Hyderabad,32000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1800.0,super-area,2.0,3.0,East,28
3.0,Whitefields,60000.0,yes,Furnished,3.0,Bachelors/Family,Immediately,1880.0,carpet-area,1.0,5.0,East,29
2.0,Hyderabad,36000.0,yes,Semi-Furnished,2.0,Bachelors,From Apr '26,1100.0,carpet-area,3.0,9.0,West,29
2.0,Chanda Nagar,27000.0,yes,Furnished,2.0,Bachelors,From Mar '26,1175.0,super-area,2.0,5.0,,29
1.0,Hyderabad,12000.0,no,Semi-Furnished,1.0,Bachelors/Family,Immediately,70.0,carpet-area,4.0,4.0,East,29
3.0,Hyderabad,32000.0,yes,Furnished,3.0,Bachelors/Family,Immediately,1625.0,carpet-area,2.0,6.0,,29
1.0,Padmarao Nagar-Karimnagar Highway,12000.0,no,Unfurnished,1.0,Bachelors/Family,Immediately,650.0,super-area,2.0,6.0,,29
2.0,Neredmet,7000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,600.0,carpet-area,3.0,5.0,,29
3.0,Gachibowli,75000.0,yes,Semi-Furnished,3.0,Family,Immediately,2225.0,super-area,27.0,28.0,West,29
1.0,Kondapur,24500.0,no,Furnished,1.0,Bachelors/Family,Immediately,590.0,carpet-area,5.0,6.0,,29
3.0,Kondapur,95000.0,yes,Unfurnished,3.0,Bachelors,Immediately,2100.0,carpet-area,3.0,7.0,South - East,29
3.0,Alkapoor,36000.0,yes,Semi-Furnished,2.0,Family,Immediately,1550.0,carpet-area,3.0,5.0,North,29
3.0,Kondapur,79000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1605.0,carpet-area,14.0,24.0,East,29
2.0,Rajendra Nagar Road,15000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,700.0,super-area,3.0,4.0,,29
1.0,Madhapur,8000.0,yes,Semi-Furnished,1.0,Bachelors,Immediately,550.0,carpet-area,6.0,8.0,South - East,29
3.0,Nanakaramguda,80000.0,yes,Furnished,3.0,Bachelors/Family,Immediately,1935.0,super-area,15.0,32.0,,29
2.0,Kapra,16000.0,no,Furnished,2.0,Bachelors/Family,Immediately,1200.0,super-area,2.0,3.0,,29
4.0,"Narsingi, Outer Ring Road",85000.0,yes,Unfurnished,4.0,Bachelors,Immediately,3380.0,super-area,14.0,18.0,West,29
2.0,Shivam Road,20000.0,no,Furnished,2.0,Bachelors/Family,Immediately,1000.0,super-area,3.0,4.0,,29
2.0,Krishna Reddy Pet,15000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1000.0,carpet-area,1.0,5.0,North,29
3.0,Ameenpur,20000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1300.0,carpet-area,2.0,4.0,,29
3.0,Silpa Park,55000.0,no,Furnished,3.0,Family,Immediately,1451.0,super-area,4.0,6.0,North - East,29
1.0,Hyderabad,20000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,1100.0,super-area,1.0,1.0,,29
2.0,Mettuguda,15000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,980.0,super-area,3.0,5.0,,29
3.0,Lingampally Kachiguda,35000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1500.0,carpet-area,1.0,4.0,,29
2.0,Bagh Lingampally,14000.0,yes,Semi-Furnished,2.0,Family,Immediately,1000.0,super-area,3.0,5.0,East,29
2.0,Alkapoor,27000.0,yes,Semi-Furnished,2.0,Family,Immediately,1150.0,carpet-area,2.0,5.0,North,29
2.0,Moti Nagar Erragadda,25000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1400.0,carpet-area,4.0,10.0,,29
2.0,"Narsingi, Outer Ring Road",22000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1090.0,carpet-area,1.0,8.0,,29
1.0,Journalists Colony Phase 3,25000.0,no,Furnished,1.0,Bachelors/Family,Immediately,450.0,carpet-area,3.0,5.0,East,29
,Hyderabad,15000.0,no,Unfurnished,1.0,Bachelors/Family,Immediately,300.0,super-area,0.0,2.0,North,29
3.0,"Vanasthalipuram, NH 9",240000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1950.0,super-area,3.0,4.0,,30
3.0,Domalguda Himayatnagar,70000.0,no,Furnished,3.0,Bachelors/Family,Immediately,4000.0,super-area,6.0,6.0,,30
4.0,Gachibowli,85000.0,no,Furnished,3.0,Bachelors/Family,Immediately,2240.0,carpet-area,20.0,36.0,East,30
3.0,Mayuri Nagar Miyapur,45000.0,yes,Semi-Furnished,3.0,Family,Immediately,1500.0,carpet-area,3.0,4.0,North,30
1.0,Manikonda Jagir,22000.0,yes,Furnished,1.0,Bachelors,Immediately,640.0,carpet-area,3.0,14.0,East,30
2.0,"Miyapur, NH 9",41000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,900.0,carpet-area,2.0,40.0,North,30
2.0,Puppalguda,28000.0,no,Semi-Furnished,2.0,Bachelors,Immediately,1050.0,carpet-area,4.0,5.0,West,30
4.0,"Kokapet, Outer Ring Road",120000.0,no,Semi-Furnished,5.0,Bachelors/Family,Immediately,2000.0,carpet-area,33.0,35.0,,30
2.0,Gachibowli,35000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,900.0,carpet-area,2.0,5.0,East,30
2.0,"PBR Estate, Boiguda",23000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,1000.0,carpet-area,3.0,4.0,,30
4.0,Gachibowli,110000.00000000001,yes,Furnished,4.0,Bachelors,Immediately,2729.0,super-area,18.0,34.0,West,30
2.0,Reliance Green Village,21000.0,yes,Semi-Furnished,2.0,Family,Immediately,1000.0,carpet-area,4.0,5.0,East,30
3.0,"Kokapet, Outer Ring Road",56000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1945.0,super-area,14.0,19.0,East,30
2.0,"Narsingi, Outer Ring Road",51000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,1370.0,super-area,21.0,39.0,West,30
3.0,Shaikpet,220000.00000000003,yes,Semi-Furnished,3.0,Bachelors,Immediately,2876.0,super-area,20.0,32.0,East,30
3.0,Kala Dera,16000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,1200.0,super-area,4.0,6.0,East,30
3.0,Nanakaramguda,74000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,2160.0,super-area,13.0,26.0,East,30
4.0,Bachupally,38000.0,no,Unfurnished,3.0,Bachelors/Family,From Apr '26,2340.0,carpet-area,5.0,6.0,West,30
2.0,Masab Tank,20000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1200.0,carpet-area,1.0,5.0,,30
3.0,Chanda Nagar,52000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1825.0,super-area,14.0,14.0,East,30
3.0,Kondapur,70000.0,yes,Furnished,3.0,Bachelors/Family,Immediately,1490.0,super-area,18.0,19.0,East,30
2.0,"Bhola Nagar, Banjara Hills",21000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,800.0,super-area,0.0,5.0,,30
1.0,Hyderabad,14000.0,yes,Unfurnished,1.0,Bachelors,Immediately,450.0,carpet-area,2.0,2.0,,30
3.0,"Narsingi, Outer Ring Road",59000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1715.0,super-area,7.0,39.0,West,30
3.0,Hitech City,200000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,2680.0,super-area,24.0,35.0,East,30
4.0,Hitech City,90000.0,yes,Semi-Furnished,4.0,Bachelors/Family,Immediately,2800.0,super-area,0.0,20.0,East,30
2.0,Nizampet Road,45000.0,no,Furnished,2.0,Bachelors/Family,Immediately,1050.0,carpet-area,4.0,4.0,,30
1.0,"Sun City, Bandlaguda, Chevella Road",6000.0,yes,Unfurnished,1.0,Bachelors/Family,Immediately,550.0,super-area,2.0,4.0,,30
3.0,Kondapur,99000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1865.0,super-area,13.0,22.0,West,30
3.0,Kondapur,120000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,2350.0,super-area,17.0,20.0,East,30
2.0,Botanical Garden Road,35000.0,no,Furnished,2.0,Bachelors/Family,Immediately,1200.0,carpet-area,3.0,7.0,East,31
3.0,Gayathri Nagar,35000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1425.0,carpet-area,2.0,5.0,East,31
2.0,Secunderabad,17000.0,no,Semi-Furnished,2.0,Family,Immediately,1450.0,super-area,4.0,5.0,,31
2.0,Bagh Lingampally,18000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,1200.0,super-area,3.0,3.0,East,31
1.0,Chanda Nagar,9000.0,yes,Unfurnished,1.0,Family,Immediately,450.0,carpet-area,0.0,2.0,East,31
3.0,Hitech City,300000.0,no,Furnished,4.0,Bachelors,Immediately,3430.0,super-area,30.0,35.0,West,31
4.0,Hyderabad,90000.0,no,Furnished,4.0,Bachelors/Family,Immediately,2400.0,super-area,3.0,4.0,,31
2.0,Hasmathpet,25000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1250.0,carpet-area,1.0,5.0,North - East,31
2.0,Yapral,120000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,1200.0,carpet-area,2.0,5.0,East,31
3.0,Kothapet,40000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1950.0,carpet-area,1.0,8.0,,31
1.0,Manikonda Jagir,15000.0,yes,Unfurnished,1.0,Bachelors,Immediately,465.0,super-area,1.0,5.0,West,31
3.0,Nanakaramguda,150000.0,no,Furnished,3.0,Bachelors/Family,Immediately,2400.0,super-area,0.0,31.0,,31
2.0,Bachupally,36000.0,yes,Semi-Furnished,2.0,Bachelors,From Mar '26,1110.0,super-area,14.0,33.0,West,31
2.0,"Uppal, NH 2 2",25000.0,no,Semi-Furnished,2.0,Bachelors,Immediately,1244.0,super-area,7.0,7.0,West,31
3.0,Gachibowli,110000.00000000001,yes,Furnished,5.0,Bachelors,Immediately,2530.0,carpet-area,9.0,9.0,West,31
2.0,"Mallampet, Outer Ring Road",13000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,100.0,carpet-area,4.0,4.0,East,31
3.0,Phase 4 KPHB,75000.0,no,Furnished,2.0,Bachelors/Family,Immediately,1100.0,carpet-area,23.0,36.0,East,31
4.0,"Somajiguda, NH 9",200000.0,no,Furnished,4.0,Bachelors,Immediately,2800.0,carpet-area,6.0,6.0,East,31
4.0,Gachibowli,100000.0,yes,Semi-Furnished,4.0,Bachelors,Immediately,2580.0,super-area,13.0,14.0,East,31
2.0,"Isnapur, Outer Ring Road",15000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,785.0,super-area,7.0,11.0,,31
3.0,Kompally,32000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1665.0,super-area,1.0,9.0,East,31
2.0,"Hyder Shah Kote, Chevella Road",22000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,2000.0,carpet-area,0.0,2.0,,31
3.0,Nanakaramguda,60000.0,no,,3.0,Bachelors/Family,Immediately,2740.0,super-area,4.0,5.0,,31
3.0,Hyderabad,60000.0,no,Unfurnished,3.0,Bachelors/Family,Immediately,1915.0,super-area,2.0,10.0,,31
3.0,Nalagandla,42000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1600.0,carpet-area,2.0,14.0,East,31
3.0,"Banjara Hills, NH 9",80000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1500.0,super-area,1.0,2.0,,31
2.0,"Narsingi, Outer Ring Road",47500.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,1050.0,carpet-area,14.0,30.0,East,31
4.0,Hitech City,140000.0,no,Semi-Furnished,4.0,Bachelors,Immediately,2600.0,carpet-area,6.0,41.0,North,31
2.0,"Narsingi, Outer Ring Road",49000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,1050.0,carpet-area,12.0,30.0,West,31
2.0,"Banjara Hills, NH 9",19000.0,no,Furnished,2.0,Bachelors/Family,Immediately,800.0,super-area,0.0,6.0,,31
3.0,Chitrapuri Colony,75000.0,yes,Furnished,3.0,Bachelors/Family,Immediately,1750.0,carpet-area,4.0,10.0,East,32
3.0,"Narsingi, Outer Ring Road",60000.0,no,Unfurnished,3.0,Bachelors/Family,Immediately,1535.0,super-area,4.0,13.0,,32
3.0,Gachibowli,50000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1475.0,super-area,17.0,23.0,,32
3.0,"Narsingi, Outer Ring Road",61000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1715.0,super-area,24.0,39.0,East,32
3.0,Kondapur,65000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1000.0,carpet-area,28.0,39.0,North,32
4.0,"Banjara Hills, NH 9",96000.0,no,Semi-Furnished,3.0,Bachelors,Immediately,3250.0,carpet-area,2.0,2.0,North - East,32
4.0,"Kavuri Hills, Madhapur",250000.0,yes,Furnished,4.0,Bachelors/Family,Immediately,3600.0,carpet-area,5.0,13.0,West,32
3.0,"Narsingi, Outer Ring Road",90000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,2660.0,super-area,15.0,39.0,East,32
2.0,Bachupally,36000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1110.0,super-area,8.0,33.0,,32
3.0,Gangaram Chanda Nagar,54900.0,yes,Semi-Furnished,2.0,Family,Immediately,1350.0,carpet-area,2.0,12.0,East,32
2.0,New Bhoiguda,25000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1150.0,carpet-area,2.0,5.0,,32
3.0,Hyderabad,30000.0,yes,Furnished,3.0,Bachelors/Family,Immediately,1500.0,carpet-area,3.0,5.0,,32
2.0,"Narsingi, Outer Ring Road",55000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,1050.0,carpet-area,24.0,30.0,East,32
3.0,"Narsingi, Outer Ring Road",70000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,2020.0,super-area,18.0,39.0,East,32
2.0,"Miyapur, NH 9",25000.0,no,Furnished,2.0,Bachelors/Family,Immediately,1100.0,super-area,3.0,5.0,,32
2.0,Gachibowli,46000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,787.0,carpet-area,12.0,18.0,East,32
3.0,MLA Colony Banjara Hills,68500.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,2300.0,carpet-area,2.0,5.0,North - East,32
1.0,Jagathgiri Gutta,8500.0,no,Unfurnished,1.0,Bachelors,Immediately,500.0,carpet-area,0.0,2.0,East,32
3.0,Ashok Nagar Himayatnagar,34000.0,no,Furnished,2.0,Bachelors,Immediately,1470.0,carpet-area,3.0,5.0,South,32
4.0,"Kokapet, Outer Ring Road",70000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1500.0,carpet-area,1.0,25.0,,32
3.0,"Miyapur, NH 9",52000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1500.0,carpet-area,,11.0,,32
3.0,Kondapur,90000.0,yes,Furnished,3.0,Bachelors,Immediately,2275.0,super-area,12.0,14.0,West,32
3.0,Hyderabad,60000.0,no,Furnished,3.0,Bachelors/Family,Immediately,1960.0,super-area,16.0,23.0,,32
2.0,"Narsingi, Outer Ring Road",48000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,1050.0,carpet-area,10.0,30.0,East,32
3.0,Whitefields,80000.0,yes,Semi-Furnished,3.0,Family,Immediately,2290.0,carpet-area,6.0,10.0,East,32
3.0,Kondapur,40000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,2025.0,super-area,4.0,13.0,,32
2.0,Kompally,18000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,700.0,super-area,4.0,6.0,,32
3.0,Gachibowli,75000.0,no,Furnished,3.0,Bachelors/Family,Immediately,1700.0,carpet-area,19.0,31.0,North,32
4.0,"HUDA Techno Enclave, Hitech City",150000.0,yes,Semi-Furnished,4.0,Family,Immediately,4095.0,super-area,12.0,20.0,East,32
3.0,Hyderabad,42000.0,yes,Furnished,3.0,Bachelors/Family,Immediately,1300.0,carpet-area,6.0,6.0,,32
3.0,Hyderabad,40000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1355.0,super-area,3.0,5.0,,33
3.0,"Narsingi, Outer Ring Road",80000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,2335.0,super-area,15.0,39.0,East,33
2.0,Patancheruvu,15000.0,no,Semi-Furnished,2.0,Bachelors,Immediately,712.0,super-area,1.0,4.0,East,33
3.0,Langar Houz,25000.0,yes,Unfurnished,3.0,Bachelors/Family,Immediately,1550.0,super-area,2.0,9.0,,33
1.0,Hitech City,25000.0,yes,Furnished,1.0,Bachelors,Immediately,450.0,carpet-area,3.0,6.0,East,33
3.0,Toli Chowki,31000.0,yes,Unfurnished,3.0,Bachelors,Immediately,1550.0,carpet-area,3.0,7.0,East,33
2.0,"Sahara Estate, Auto Nagar",17000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,1350.0,super-area,0.0,2.0,,33
2.0,Chanda Nagar,23000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1100.0,carpet-area,1.0,5.0,,33
3.0,Power Welfare Society,80000.0,yes,Semi-Furnished,,Bachelors/Family,Immediately,1335.0,carpet-area,14.0,34.0,,33
2.0,Tirumalagiri,17000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,850.0,super-area,1.0,1.0,,33
2.0,Brindavan Colony Nizampet,32000.0,yes,Furnished,2.0,Bachelors/Family,Immediately,1150.0,carpet-area,1.0,5.0,,33
3.0,"Narsingi, Outer Ring Road",70000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,2020.0,super-area,30.0,39.0,East,33
3.0,Gachibowli,82000.0,yes,Furnished,3.0,Bachelors/Family,Immediately,3625.0,super-area,15.0,30.0,North,33
1.0,Madhapur,10000.0,yes,Semi-Furnished,1.0,Bachelors,Immediately,750.0,carpet-area,3.0,10.0,East,33
4.0,Hyderabad,17000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1200.0,carpet-area,2.0,3.0,,33
2.0,"Financial District, Nanakram Guda",45000.0,no,Semi-Furnished,2.0,Family,Immediately,1275.0,super-area,8.0,17.0,East,33
3.0,Shaikpet,200000.0,yes,Semi-Furnished,3.0,Family,Immediately,2876.0,super-area,18.0,20.0,East,33
2.0,Shamirpet,12000.0,yes,Furnished,2.0,Bachelors/Family,Immediately,800.0,carpet-area,3.0,7.0,,33
1.0,Hyderabad,10000.0,no,Semi-Furnished,1.0,Bachelors/Family,Immediately,600.0,carpet-area,4.0,4.0,,33
1.0,Kondapur,20000.0,yes,Furnished,1.0,Bachelors/Family,Immediately,780.0,carpet-area,4.0,6.0,East,33
2.0,Hyderabad,25000.0,yes,Semi-Furnished,1.0,Bachelors/Family,Immediately,1900.0,carpet-area,2.0,2.0,,33
2.0,Moti Nagar Erragadda,50000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1200.0,carpet-area,15.0,15.0,,33
1.0,Kondapur,20000.0,yes,Furnished,1.0,Bachelors/Family,Immediately,770.0,carpet-area,4.0,6.0,East,33
1.0,Kondapur,20000.0,yes,Furnished,1.0,Bachelors/Family,Immediately,760.0,carpet-area,4.0,6.0,East,33
3.0,"Banjara Hills, NH 9",60000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,3000.0,super-area,1.0,3.0,,33
3.0,Uppal Road,65000.0,no,Furnished,2.0,Bachelors,Immediately,1300.0,carpet-area,24.0,24.0,North,33
3.0,"Narsingi, Outer Ring Road",74000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,2335.0,super-area,7.0,39.0,West,33
3.0,Srinagar Colony Indira Nagar,60000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,2500.0,super-area,2.0,5.0,,33
3.0,Gopanpalle,60000.0,no,Furnished,3.0,Bachelors/Family,Immediately,1785.0,super-area,26.0,30.0,,33
3.0,Srinivas Colony Nizampet,25000.0,no,Unfurnished,3.0,Bachelors,Immediately,1200.0,carpet-area,0.0,5.0,East,34
3.0,"Kukatpally, NH 9",35000.0,yes,Furnished,3.0,Bachelors/Family,Immediately,1435.0,carpet-area,3.0,5.0,,34
2.0,HUDA Layout Nalagandla,36000.0,yes,Semi-Furnished,2.0,Family,Immediately,1000.0,carpet-area,6.0,14.0,East,34
3.0,"Kokapet, Outer Ring Road",70000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1335.0,carpet-area,10.0,30.0,North - East,34
3.0,HUDA Layout Nalagandla,60000.0,yes,Semi-Furnished,3.0,Family,From Apr '26,1806.0,carpet-area,6.0,20.0,West,34
3.0,Nizampet,17000.0,yes,Furnished,2.0,Family,Immediately,1350.0,carpet-area,0.0,4.0,North - East,34
3.0,"Narsingi, Outer Ring Road",63000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,1715.0,super-area,22.0,39.0,East,34
3.0,Gajularamaram,40000.0,yes,Furnished,3.0,Bachelors/Family,Immediately,1620.0,super-area,0.0,5.0,,34
1.0,Gachibowli,26000.0,no,Furnished,1.0,Bachelors/Family,Immediately,550.0,carpet-area,5.0,20.0,East,34
3.0,"Kokapet, Outer Ring Road",75000.0,no,Furnished,3.0,Family,From Mar '26,1935.0,super-area,6.0,12.0,East,34
4.0,Power Welfare Society,120000.0,yes,Semi-Furnished,4.0,Family,Immediately,2160.0,carpet-area,22.0,35.0,West,34
3.0,"Kollur, Outer Ring Road",45000.0,no,Semi-Furnished,3.0,Bachelors,Immediately,2030.0,super-area,2.0,8.0,West,34
,"New Bowenpally, NH 7",7000.0,yes,Semi-Furnished,1.0,Bachelors,Immediately,600.0,carpet-area,1.0,1.0,,34
3.0,Vattepally,9000.0,no,,2.0,Bachelors/Family,Immediately,900.0,super-area,2.0,3.0,,34
3.0,Madhapur,60000.0,no,,4.0,Bachelors/Family,Immediately,3347.0,super-area,3.0,5.0,,34
2.0,"Deepthisri Nagar, NH 9",22000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1200.0,carpet-area,1.0,4.0,West,34
3.0,Kondapur,50000.0,no,Furnished,3.0,Bachelors/Family,Immediately,1700.0,carpet-area,4.0,6.0,East,34
3.0,Mithila Nagar Banjara Hills,200000.0,yes,Unfurnished,6.0,Bachelors,Immediately,3000.0,carpet-area,1.0,3.0,East,34
1.0,Gachibowli,12000.0,yes,Furnished,1.0,Bachelors,Immediately,650.0,carpet-area,3.0,15.0,North - East,34
2.0,Kistareddypet,15000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1130.0,super-area,1.0,5.0,,34
3.0,"Narsingi, Outer Ring Road",72000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,2020.0,super-area,17.0,39.0,West,34
3.0,"Narsingi, Outer Ring Road",82000.0,yes,Semi-Furnished,3.0,Bachelors,Immediately,2335.0,super-area,25.0,39.0,West,34
2.0,"Pragathi Nagar, Kukatpally",28000.0,yes,Semi-Furnished,2.0,Bachelors,Immediately,200.0,carpet-area,1.0,1.0,East,34
3.0,"Narsingi, Outer Ring Road",45000.0,yes,Semi-Furnished,3.0,Bachelors/Family,From Apr '26,1120.0,carpet-area,8.0,9.0,East,34
3.0,"Narsingi, Outer Ring Road",130000.0,yes,Furnished,3.0,Bachelors/Family,Immediately,1950.0,carpet-area,26.0,39.0,West,34
3.0,"Sindhi Colony, Begumpet",32000.0,no,Semi-Furnished,2.0,Bachelors,Immediately,1500.0,super-area,1.0,3.0,North - East,34
4.0,"Somajiguda, NH 9",200000.0,no,Furnished,4.0,Bachelors/Family,Immediately,3485.0,super-area,6.0,6.0,East,34
3.0,"Tellapur, Outer Ring Road",63000.0,yes,Semi-Furnished,3.0,Family,Immediately,1335.0,carpet-area,19.0,39.0,East,34
4.0,Moula Ali,200000.0,no,Unfurnished,5.0,Bachelors/Family,Immediately,6580.0,super-area,0.0,3.0,,34
3.0,Bandlaguda Nagole,28000.0,yes,Semi-Furnished,3.0,Family,Immediately,1450.0,carpet-area,3.0,5.0,West,35
1.0,Nacharam,7000.0,no,Unfurnished,1.0,Bachelors/Family,Immediately,750.0,super-area,5.0,6.0,,35
3.0,"Pragathi Nagar, Kukatpally",14000.0,no,Semi-Furnished,3.0,Family,Immediately,1400.0,super-area,4.0,5.0,,35
3.0,Ameerpet,70000.0,no,Furnished,3.0,Bachelors/Family,Immediately,2680.0,carpet-area,2.0,5.0,,35
1.0,"Hafeezpet, NH 9",200000.0,no,Unfurnished,10.0,Bachelors/Family,Immediately,1000.0,carpet-area,5.0,5.0,,35
3.0,Gachibowli,65000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1200.0,carpet-area,15.0,31.0,North,35
3.0,"Kokapet, Outer Ring Road",55000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1400.0,carpet-area,8.0,18.0,East,35
3.0,"Kokapet, Outer Ring Road",46000.0,yes,Semi-Furnished,3.0,Bachelors/Family,Immediately,1575.0,super-area,2.0,8.0,West,35
1.0,Moula Ali,7200.0,yes,Unfurnished,1.0,Bachelors,Immediately,500.0,carpet-area,2.0,2.0,East,35
3.0,"Kokapet, Outer Ring Road",66000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,2490.0,super-area,12.0,14.0,,35
2.0,Chanda Nagar,20000.0,no,Semi-Furnished,2.0,Bachelors/Family,From Mar '26,1116.0,super-area,2.0,3.0,,35
3.0,"Kukatpally Housing Board Colony, NH 9",60000.0,no,Furnished,2.0,Bachelors/Family,Immediately,1243.0,carpet-area,19.0,35.0,West,35
3.0,Dwaraka Nagar Gajularamaram,35000.0,no,Semi-Furnished,3.0,Bachelors/Family,Immediately,1500.0,carpet-area,4.0,5.0,,35
3.0,Gachibowli,85000.0,no,Furnished,3.0,Bachelors/Family,Immediately,1961.0,super-area,30.0,30.0,,35
3.0,Gachibowli,60000.0,yes,Unfurnished,2.0,Bachelors,Immediately,1492.0,super-area,3.0,34.0,West,35
2.0,Kondapur,38000.0,yes,Furnished,2.0,Bachelors/Family,Immediately,1000.0,carpet-area,1.0,5.0,North,35
3.0,Kondapur,70000.0,yes,Furnished,3.0,Bachelors/Family,From Apr '26,1660.0,super-area,4.0,5.0,,35
2.0,"Uppal, NH 2 2",1000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,,super-area,,4.0,,35
1.0,Domalguda Himayatnagar,13500.0,no,Unfurnished,1.0,Bachelors/Family,Immediately,650.0,carpet-area,2.0,2.0,East,35
2.0,Dilsukhnagar,12000.0,no,Unfurnished,2.0,Bachelors/Family,Immediately,1000.0,super-area,2.0,5.0,,35
2.0,Vidya Nagar Adikmet,25000.0,no,Semi-Furnished,2.0,Bachelors,Immediately,1100.0,carpet-area,1.0,5.0,North,35
2.0,"Narsingi, Outer Ring Road",30000.0,no,Semi-Furnished,2.0,Bachelors/Family,Immediately,1250.0,super-area,9.0,14.0,,35
3.0,Nalagandla,35000.0,yes,Semi-Furnished,2.0,Bachelors/Family,Immediately,1245.0,super-area,7.0,14.0,West,35
3.0,Gachibowli,60000.0,yes,Furnished,2.0,Bachelors/Family,From Mar '26,1820.0,super-area,6.0,25.0,,35
